,objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes,num_turbines_in_project,end_commission_date,datetime
6328,6329,Quebec,Seigneurie de Beaupré,340.0,SDB147,147/154,2000.0,82.0,98.0,Enercon,E-82,2013/2014,47.3771082325617,-70.884145831739,,154,2014,2014-01-01
6329,6330,Quebec,Seigneurie de Beaupré,340.0,SDB148,148/154,2000.0,82.0,98.0,Enercon,E-82,2013/2014,47.3748686123661,-70.8846749212715,,154,2014,2014-01-01
6330,6331,Quebec,Seigneurie de Beaupré,340.0,SDB149,149/154,2000.0,82.0,98.0,Enercon,E-82,2013/2014,47.3724084621772,-70.8853696282921,,154,2014,2014-01-01
6331,6332,Quebec,Seigneurie de Beaupré,340.0,SDB150,150/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3708150264392,-70.8778090934342,,154,2014,2014-01-01
6332,6333,Quebec,Seigneurie de Beaupré,340.0,SDB151,151/154,2300.0,70.0,85.0,Enercon,E-70,2013/2014,47.3715948188694,-70.8699829455668,,154,2014,2014-01-01
6333,6334,Quebec,Seigneurie de Beaupré,340.0,SDB152,152/154,2300.0,70.0,85.0,Enercon,E-70,2013/2014,47.3686505203133,-70.8738094132985,,154,2014,2014-01-01
6334,6335,Quebec,Seigneurie de Beaupré,340.0,SDB153,153/154,2000.0,82.0,85.0,Enercon,E-82,2013/2014,47.3748774719371,-70.8725011637758,,154,2014,2014-01-01
6335,6336,Quebec,Seigneurie de Beaupré,340.0,SDB154,154/154,2000.0,82.0,98.0,Enercon,E-82,2013/2014,47.3848010666604,-70.8714594375841,,154,2014,2014-01-01
6336,6337,Quebec,Rivière-du-Moulin,350.0,RDM1,1/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.8952315858645,-71.0593282667281,,175,2015,2015-01-01
6337,6338,Quebec,Rivière-du-Moulin,350.0,RDM2,2/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.898004227078,-71.0624247027884,,175,2015,2015-01-01
6338,6339,Quebec,Rivière-du-Moulin,350.0,RDM3,3/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9001504361894,-71.0682153547122,,175,2015,2015-01-01
6339,6340,Quebec,Rivière-du-Moulin,350.0,RDM4,4/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9100315914522,-71.0914579153424,,175,2015,2015-01-01
6340,6341,Quebec,Rivière-du-Moulin,350.0,RDM5,5/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9101671027737,-71.0860606471201,,175,2015,2015-01-01
6341,6342,Quebec,Rivière-du-Moulin,350.0,RDM6,6/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.915981963457,-71.0907898387588,,175,2015,2015-01-01
6342,6343,Quebec,Rivière-du-Moulin,350.0,RDM7,7/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9140729560617,-71.0866238760032,,175,2015,2015-01-01
6343,6344,Quebec,Rivière-du-Moulin,350.0,RDM8,8/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9039361227793,-71.0423985202793,,175,2015,2015-01-01
6344,6345,Quebec,Rivière-du-Moulin,350.0,RDM9,9/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9037151394051,-71.0368697924543,,175,2015,2015-01-01
6345,6346,Quebec,Rivière-du-Moulin,350.0,RDM10,10/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9053619796206,-71.0338630968909,,175,2015,2015-01-01
6346,6347,Quebec,Rivière-du-Moulin,350.0,RDM11,11/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9053937546313,-71.0193708442982,,175,2015,2015-01-01
6347,6348,Quebec,Rivière-du-Moulin,350.0,RDM12,12/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9080186701351,-71.0185176819474,,175,2015,2015-01-01
6348,6349,Quebec,Rivière-du-Moulin,350.0,RDM13,13/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9105694476413,-71.0181606281492,,175,2015,2015-01-01
6349,6350,Quebec,Rivière-du-Moulin,350.0,RDM14,14/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9106735655381,-71.0258609348529,,175,2015,2015-01-01
6350,6351,Quebec,Rivière-du-Moulin,350.0,RDM15,15/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.911909701981,-71.0295507486638,,175,2015,2015-01-01
6351,6352,Quebec,Rivière-du-Moulin,350.0,RDM16,16/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9115829547154,-71.0368633055001,,175,2015,2015-01-01
6352,6353,Quebec,Rivière-du-Moulin,350.0,RDM17,17/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9116297302646,-71.0450483406799,,175,2015,2015-01-01
6353,6354,Quebec,Rivière-du-Moulin,350.0,RDM18,18/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.911427906092,-71.0518670828826,,175,2015,2015-01-01
6354,6355,Quebec,Rivière-du-Moulin,350.0,RDM19,19/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9141805763318,-71.0536879263186,,175,2015,2015-01-01
6355,6356,Quebec,Rivière-du-Moulin,350.0,RDM20,20/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9147764808688,-71.0585421175935,,175,2015,2015-01-01
6356,6357,Quebec,Rivière-du-Moulin,350.0,RDM21,21/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9156879494744,-71.0632735027543,,175,2015,2015-01-01
6357,6358,Quebec,Rivière-du-Moulin,350.0,RDM22,22/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9184451620331,-71.028248724659,,175,2015,2015-01-01
6358,6359,Quebec,Rivière-du-Moulin,350.0,RDM23,23/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.919213536751,-71.0318152500088,,175,2015,2015-01-01
6359,6360,Quebec,Rivière-du-Moulin,350.0,RDM24,24/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9199903183883,-71.0370173749984,,175,2015,2015-01-01
6360,6361,Quebec,Rivière-du-Moulin,350.0,RDM25,25/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9258100381925,-71.0310830468115,,175,2015,2015-01-01
6361,6362,Quebec,Rivière-du-Moulin,350.0,RDM26,26/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9266050759539,-71.0342220341404,,175,2015,2015-01-01
6362,6363,Quebec,Rivière-du-Moulin,350.0,RDM27,27/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9298310262504,-71.0191558637662,,175,2015,2015-01-01
6363,6364,Quebec,Rivière-du-Moulin,350.0,RDM28,28/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.929829832062,-71.0133035643637,,175,2015,2015-01-01
6364,6365,Quebec,Rivière-du-Moulin,350.0,RDM29,29/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9235887088945,-71.0094660326408,,175,2015,2015-01-01
6365,6366,Quebec,Rivière-du-Moulin,350.0,RDM30,30/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9208213272514,-71.0075295416184,,175,2015,2015-01-01
6366,6367,Quebec,Rivière-du-Moulin,350.0,RDM31,31/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9235039883883,-71.0150063122928,,175,2015,2015-01-01
6367,6368,Quebec,Rivière-du-Moulin,350.0,RDM32,32/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9241772743321,-71.0667834539571,,175,2015,2015-01-01
6368,6369,Quebec,Rivière-du-Moulin,350.0,RDM33,33/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9237571765243,-71.0610322171967,,175,2015,2015-01-01
6369,6370,Quebec,Rivière-du-Moulin,350.0,RDM34,34/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9218387565922,-71.0538814811489,,175,2015,2015-01-01
6370,6371,Quebec,Rivière-du-Moulin,350.0,RDM35,35/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9223398473929,-71.0453637123881,,175,2015,2015-01-01
6371,6372,Quebec,Rivière-du-Moulin,350.0,RDM36,36/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9263180670528,-71.0449614505862,,175,2015,2015-01-01
6372,6373,Quebec,Rivière-du-Moulin,350.0,RDM37,37/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9341030211349,-71.0340243553025,,175,2015,2015-01-01
6373,6374,Quebec,Rivière-du-Moulin,350.0,RDM38,38/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9367419486988,-71.0345568771166,,175,2015,2015-01-01
6374,6375,Quebec,Rivière-du-Moulin,350.0,RDM39,39/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9373817744526,-71.0285785772844,,175,2015,2015-01-01
6375,6376,Quebec,Rivière-du-Moulin,350.0,RDM40,40/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.93583974248,-71.0256372090269,,175,2015,2015-01-01
6376,6377,Quebec,Rivière-du-Moulin,350.0,RDM41,41/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9401662616885,-71.0327964345543,,175,2015,2015-01-01
6377,6378,Quebec,Rivière-du-Moulin,350.0,RDM42,42/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.943036339711,-71.0326072661049,,175,2015,2015-01-01
6378,6379,Quebec,Rivière-du-Moulin,350.0,RDM43,43/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9405086518168,-71.0379878914564,,175,2015,2015-01-01
6379,6380,Quebec,Rivière-du-Moulin,350.0,RDM44,44/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9434693590893,-71.0400496733985,,175,2015,2015-01-01
6380,6381,Quebec,Rivière-du-Moulin,350.0,RDM45,45/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9307577478136,-71.0473326185024,,175,2015,2015-01-01
6381,6382,Quebec,Rivière-du-Moulin,350.0,RDM46,46/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9330587613822,-71.050194880181,,175,2015,2015-01-01
6382,6383,Quebec,Rivière-du-Moulin,350.0,RDM47,47/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9345688318131,-71.0539553606003,,175,2015,2015-01-01
6383,6384,Quebec,Rivière-du-Moulin,350.0,RDM48,48/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9364756322206,-71.0565728721261,,175,2015,2015-01-01
6384,6385,Quebec,Rivière-du-Moulin,350.0,RDM49,49/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.938078079271,-71.0598329702437,,175,2015,2015-01-01
6385,6386,Quebec,Rivière-du-Moulin,350.0,RDM50,50/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9395150888314,-71.0631864121867,,175,2015,2015-01-01
6386,6387,Quebec,Rivière-du-Moulin,350.0,RDM51,51/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9405887934156,-71.0679508299749,,175,2015,2015-01-01
6387,6388,Quebec,Rivière-du-Moulin,350.0,RDM52,52/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.941905268843,-71.0715691922929,,175,2015,2015-01-01
6388,6389,Quebec,Rivière-du-Moulin,350.0,RDM53,53/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9112223964289,-71.1213829396214,,175,2015,2015-01-01
6389,6390,Quebec,Rivière-du-Moulin,350.0,RDM54,54/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9135871451781,-71.1227010927199,,175,2015,2015-01-01
6390,6391,Quebec,Rivière-du-Moulin,350.0,RDM55,55/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9156031899991,-71.1262642383741,,175,2015,2015-01-01
6391,6392,Quebec,Rivière-du-Moulin,350.0,RDM56,56/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9171625865032,-71.1304530626567,,175,2015,2015-01-01
6392,6393,Quebec,Rivière-du-Moulin,350.0,RDM57,57/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9295360117387,-71.1355170618472,,175,2015,2015-01-01
6393,6394,Quebec,Rivière-du-Moulin,350.0,RDM58,58/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9266479632295,-71.13218758994,,175,2015,2015-01-01
6394,6395,Quebec,Rivière-du-Moulin,350.0,RDM59,59/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9278603159316,-71.1271933680143,,175,2015,2015-01-01
6395,6396,Quebec,Rivière-du-Moulin,350.0,RDM60,60/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9262196665115,-71.1238756058167,,175,2015,2015-01-01
6396,6397,Quebec,Rivière-du-Moulin,350.0,RDM61,61/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9251330494371,-71.1127020543503,,175,2015,2015-01-01
6397,6398,Quebec,Rivière-du-Moulin,350.0,RDM62,62/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.932699519261,-71.1012556570779,,175,2015,2015-01-01
6398,6399,Quebec,Rivière-du-Moulin,350.0,RDM63,63/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9377527970184,-71.0974179055363,,175,2015,2015-01-01
6399,6400,Quebec,Rivière-du-Moulin,350.0,RDM64,64/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9353218443382,-71.0933940907418,,175,2015,2015-01-01
6400,6401,Quebec,Rivière-du-Moulin,350.0,RDM65,65/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9325066452773,-71.0911727687086,,175,2015,2015-01-01
6401,6402,Quebec,Rivière-du-Moulin,350.0,RDM66,66/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9300834130729,-71.0888319032471,,175,2015,2015-01-01
6402,6403,Quebec,Rivière-du-Moulin,350.0,RDM67,67/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9394640317633,-71.1114217847434,,175,2015,2015-01-01
6403,6404,Quebec,Rivière-du-Moulin,350.0,RDM68,68/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.942040317064,-71.1089708801706,,175,2015,2015-01-01
6404,6405,Quebec,Rivière-du-Moulin,350.0,RDM69,69/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9441345209563,-71.1060360346584,,175,2015,2015-01-01
6405,6406,Quebec,Rivière-du-Moulin,350.0,RDM70,70/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.950041286026,-71.028014525237,,175,2015,2015-01-01
6406,6407,Quebec,Rivière-du-Moulin,350.0,RDM71,71/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9526010280908,-71.0363581995334,,175,2015,2015-01-01
6407,6408,Quebec,Rivière-du-Moulin,350.0,RDM72,72/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9549887690578,-71.0381824650816,,175,2015,2015-01-01
6408,6409,Quebec,Rivière-du-Moulin,350.0,RDM73,73/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9572196810596,-71.0407403710141,,175,2015,2015-01-01
6409,6410,Quebec,Rivière-du-Moulin,350.0,RDM74,74/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9503750018707,-71.0423047282762,,175,2015,2015-01-01
6410,6411,Quebec,Rivière-du-Moulin,350.0,RDM75,75/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9522637393481,-71.0449900371964,,175,2015,2015-01-01
6411,6412,Quebec,Rivière-du-Moulin,350.0,RDM76,76/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9539659118615,-71.048984645135,,175,2015,2015-01-01
6412,6413,Quebec,Rivière-du-Moulin,350.0,RDM77,77/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9567814543379,-71.0513896235538,,175,2015,2015-01-01
6413,6414,Quebec,Rivière-du-Moulin,350.0,RDM78,78/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9551263409283,-71.0608906147719,,175,2015,2015-01-01
6414,6415,Quebec,Rivière-du-Moulin,350.0,RDM79,79/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9580077341099,-71.060774663703,,175,2015,2015-01-01
6415,6416,Quebec,Rivière-du-Moulin,350.0,RDM80,80/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.960656437816,-71.0648382607228,,175,2015,2015-01-01
6416,6417,Quebec,Rivière-du-Moulin,350.0,RDM81,81/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9650050733546,-71.0686074471615,,175,2015,2015-01-01
6417,6418,Quebec,Rivière-du-Moulin,350.0,RDM82,82/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9670702350014,-71.0706360135897,,175,2015,2015-01-01
6418,6419,Quebec,Rivière-du-Moulin,350.0,RDM83,83/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9457256590392,-71.0546377625075,,175,2015,2015-01-01
6419,6420,Quebec,Rivière-du-Moulin,350.0,RDM84,84/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9462836149842,-71.0617676762818,,175,2015,2015-01-01
6420,6421,Quebec,Rivière-du-Moulin,350.0,RDM85,85/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9482733670008,-71.0692006212974,,175,2015,2015-01-01
6421,6422,Quebec,Rivière-du-Moulin,350.0,RDM86,86/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9505180052882,-71.0712480131018,,175,2015,2015-01-01
6422,6423,Quebec,Rivière-du-Moulin,350.0,RDM87,87/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9560433088124,-71.019460510691,,175,2015,2015-01-01
6423,6424,Quebec,Rivière-du-Moulin,350.0,RDM88,88/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9587163117614,-71.0258557294659,,175,2015,2015-01-01
6424,6425,Quebec,Rivière-du-Moulin,350.0,RDM89,89/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.959215858233,-71.034046077825,,175,2015,2015-01-01
6425,6426,Quebec,Rivière-du-Moulin,350.0,RDM90,90/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9613156731613,-71.0375465908025,,175,2015,2015-01-01
6426,6427,Quebec,Rivière-du-Moulin,350.0,RDM91,91/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9652679744736,-71.0429965578457,,175,2015,2015-01-01
6427,6428,Quebec,Rivière-du-Moulin,350.0,RDM92,92/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9677685427132,-71.0444452961001,,175,2015,2015-01-01
6428,6429,Quebec,Rivière-du-Moulin,350.0,RDM93,93/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.970149453602,-71.045851658,,175,2015,2015-01-01
6429,6430,Quebec,Rivière-du-Moulin,350.0,RDM94,94/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.967055400469,-71.0523637406519,,175,2015,2015-01-01
6430,6431,Quebec,Rivière-du-Moulin,350.0,RDM95,95/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9685014734477,-71.0553954836135,,175,2015,2015-01-01
6431,6432,Quebec,Rivière-du-Moulin,350.0,RDM96,96/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9705234626451,-71.0582985920358,,175,2015,2015-01-01
6432,6433,Quebec,Rivière-du-Moulin,350.0,RDM97,97/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9725129014999,-71.0612992680225,,175,2015,2015-01-01
6433,6434,Quebec,Rivière-du-Moulin,350.0,RDM98,98/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9745729206552,-71.0650034204987,,175,2015,2015-01-01
6434,6435,Quebec,Rivière-du-Moulin,350.0,RDM99,99/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9807500830427,-71.0622794496412,,175,2015,2015-01-01
6435,6436,Quebec,Rivière-du-Moulin,350.0,RDM100,100/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9834540662443,-71.0633494790258,,175,2015,2015-01-01
6436,6437,Quebec,Rivière-du-Moulin,350.0,RDM101,101/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9863940387417,-71.0646407374761,,175,2015,2015-01-01
6437,6438,Quebec,Rivière-du-Moulin,350.0,RDM102,102/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9445331434813,-71.0873307366086,,175,2015,2015-01-01
6438,6439,Quebec,Rivière-du-Moulin,350.0,RDM103,103/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9467798126403,-71.0877174558566,,175,2015,2015-01-01
6439,6440,Quebec,Rivière-du-Moulin,350.0,RDM104,104/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.956109451994,-71.0875544454582,,175,2015,2015-01-01
6440,6441,Quebec,Rivière-du-Moulin,350.0,RDM105,105/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9534923251457,-71.0895525053596,,175,2015,2015-01-01
6441,6442,Quebec,Rivière-du-Moulin,350.0,RDM106,106/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9549320418152,-71.094689671642,,175,2015,2015-01-01
6442,6443,Quebec,Rivière-du-Moulin,350.0,RDM107,107/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9586434888031,-71.0953045617638,,175,2015,2015-01-01
6443,6444,Quebec,Rivière-du-Moulin,350.0,RDM108,108/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9612200169296,-71.0970201891176,,175,2015,2015-01-01
6444,6445,Quebec,Rivière-du-Moulin,350.0,RDM109,109/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9903551646039,-71.0383883849999,,175,2015,2015-01-01
6445,6446,Quebec,Rivière-du-Moulin,350.0,RDM110,110/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9919735787287,-71.0424125477306,,175,2015,2015-01-01
6446,6447,Quebec,Rivière-du-Moulin,350.0,RDM111,111/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9948800180834,-71.0444457735458,,175,2015,2015-01-01
6447,6448,Quebec,Rivière-du-Moulin,350.0,RDM112,112/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9970052047369,-71.0401976924553,,175,2015,2015-01-01
6448,6449,Quebec,Rivière-du-Moulin,350.0,RDM113,113/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9993378261657,-71.0394646695404,,175,2015,2015-01-01
6449,6450,Quebec,Rivière-du-Moulin,350.0,RDM114,114/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,48.0034497748354,-71.0393009561241,,175,2015,2015-01-01
6450,6451,Quebec,Rivière-du-Moulin,350.0,RDM115,115/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9970720298006,-71.0452807068204,,175,2015,2015-01-01
6451,6452,Quebec,Rivière-du-Moulin,350.0,RDM116,116/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.990238361957,-71.0486536376313,,175,2015,2015-01-01
6452,6453,Quebec,Rivière-du-Moulin,350.0,RDM117,117/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9921138961768,-71.0518907047998,,175,2015,2015-01-01
6453,6454,Quebec,Rivière-du-Moulin,350.0,RDM118,118/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9940817093551,-71.0535733468691,,175,2015,2015-01-01
6454,6455,Quebec,Rivière-du-Moulin,350.0,RDM119,119/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9966469817916,-71.0556460294531,,175,2015,2015-01-01
6455,6456,Quebec,Rivière-du-Moulin,350.0,RDM120,120/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9996259139285,-71.0481596763658,,175,2015,2015-01-01
6456,6457,Quebec,Rivière-du-Moulin,350.0,RDM121,121/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,48.0067755531705,-71.0367605574721,,175,2015,2015-01-01
6457,6458,Quebec,Rivière-du-Moulin,350.0,RDM122,122/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,48.0100069024632,-71.0392700140254,,175,2015,2015-01-01
6458,6459,Quebec,Rivière-du-Moulin,350.0,RDM123,123/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,48.0120748631559,-71.0410227918977,,175,2015,2015-01-01
6459,6460,Quebec,Rivière-du-Moulin,350.0,RDM124,124/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,48.0135358385086,-71.0450138926917,,175,2015,2015-01-01
6460,6461,Quebec,Rivière-du-Moulin,350.0,RDM125,125/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,48.0135120229973,-71.0649840808567,,175,2015,2015-01-01
6461,6462,Quebec,Rivière-du-Moulin,350.0,RDM126,126/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,48.0141652366743,-71.0687272287855,,175,2015,2015-01-01
6462,6463,Quebec,Rivière-du-Moulin,350.0,RDM127,127/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,48.0075427779567,-71.0746600262264,,175,2015,2015-01-01
6463,6464,Quebec,Rivière-du-Moulin,350.0,RDM128,128/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,48.0063086598096,-71.0710706687898,,175,2015,2015-01-01
6464,6465,Quebec,Rivière-du-Moulin,350.0,RDM129,129/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9914179906623,-71.0754623851707,,175,2015,2015-01-01
6465,6466,Quebec,Rivière-du-Moulin,350.0,RDM130,130/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9936496223875,-71.0772911736794,,175,2015,2015-01-01
6466,6467,Quebec,Rivière-du-Moulin,350.0,RDM131,131/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9959323662007,-71.0789419240966,,175,2015,2015-01-01
6467,6468,Quebec,Rivière-du-Moulin,350.0,RDM132,132/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9973504732528,-71.0820754633146,,175,2015,2015-01-01
6468,6469,Quebec,Rivière-du-Moulin,350.0,RDM133,133/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9917292480577,-71.1074416958342,,175,2015,2015-01-01
6469,6470,Quebec,Rivière-du-Moulin,350.0,RDM134,134/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9953664333083,-71.101869803979,,175,2015,2015-01-01
6470,6471,Quebec,Rivière-du-Moulin,350.0,RDM135,135/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,47.9985563556905,-71.0997400417577,,175,2015,2015-01-01
6471,6472,Quebec,Rivière-du-Moulin,350.0,RDM136,136/175,2000.0,82.0,80.0,Senvion,MM82,2014/2015,48.0009918196799,-71.1007688661225,,175,2015,2015-01-01
6472,6473,Quebec,Rivière-du-Moulin,350.0,RDM137,137/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,48.0046612541205,-71.101637978256,,175,2015,2015-01-01
6473,6474,Quebec,Rivière-du-Moulin,350.0,RDM138,138/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9987808730907,-71.1070059228368,,175,2015,2015-01-01
6474,6475,Quebec,Rivière-du-Moulin,350.0,RDM139,139/175,2000.0,92.0,80.0,Senvion,MM92,2014/2015,47.9962819059817,-71.1085632647285,,175,2015,2015-01-01
